Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2025);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
153;21100897722;"Cuadernos de Geografia: Revista Colombiana de Geografia";journal;"0121215X, 22565442";"Universidad Nacional de Colombia";Yes;Yes;0,201;Q3;10;43;92;2063;49;86;0,34;47,98;40,40;0;Colombia;Latin America;"Universidad Nacional de Colombia";"2018-2025";"Geography, Planning and Development (Q3); Earth and Planetary Sciences (miscellaneous) (Q4); Environmental Science (miscellaneous) (Q4)";"Earth and Planetary Sciences; Environmental Science; Social Sciences"
154;19700169972;"Ensayos Sobre Politica Economica";journal;"01204483, 26651327";"Banco de la Republica";Yes;No;0,201;Q3;12;3;5;426;5;4;1,00;142,00;33,33;2;Colombia;Latin America;"Banco de la Republica";"2009-2025";"Political Science and International Relations (Q3); Economics and Econometrics (Q4)";"Economics, Econometrics and Finance; Social Sciences"
155;21101017489;"Nueva Revista del Pacifico";journal;"07166346, 07195176";"Universidad de Playa Ancha de Ciencias de la Educacion";Yes;Yes;0,200;Q2;5;33;73;1176;23;71;0,32;35,64;47,73;0;Chile;Latin America;"Universidad de Playa Ancha de Ciencias de la Educacion";"2019-2025";"Literature and Literary Theory (Q1); Linguistics and Language (Q2)";"Arts and Humanities; Social Sciences"
156;21101105294;"Revista Brasileira de Seguranca Publica";journal;"19811659, 25950258";"Forum Brasileiro de Seguranca Publica";Yes;Yes;0,200;Q3;4;37;119;1556;19;113;0,15;42,05;36,36;0;Brazil;Latin America;"Forum Brasileiro de Seguranca Publica";"2019-2025";"Law (Q3); Sociology and Political Science (Q3)";"Social Sciences"
157;21101128485;"Historia Agraria de America Latina";journal;"24525162";"Centro de Estudios de Historia Agraria de America Latina";Yes;Yes;0,198;Q3;3;18;40;812;15;40;0,39;45,11;39,13;0;Chile;Latin America;"Centro de Estudios de Historia Agraria de America Latina";"2020-2025";"Arts and Humanities (miscellaneous) (Q2); History (Q2); Social Sciences (miscellaneous) (Q3)";"Arts and Humanities; Social Sciences"
158;21100792502;"Trashumante";journal;"23229675, 23229381";"Universidad de Antioquia";Yes;Yes;0,198;Q3;7;21;88;724;25;87;0,29;34,48;65,22;0;Colombia;Latin America;"Universidad de Antioquia";"2013-2026";"History (Q2); Social Sciences (miscellaneous) (Q3)";"Arts and Humanities; Social Sciences"
159;21101050907;"Revista Bioetica";journal;"19838034, 19838042";"Conselho Federal de Medicina";Yes;Yes;0,198;Q4;11;79;211;2507;107;199;0,39;31,73;57,14;0;Brazil;Latin America;"Conselho Federal de Medicina";"2019-2025";"Philosophy (Q2); Health (social science) (Q4); Medicine (miscellaneous) (Q4)";"Arts and Humanities; Medicine; Social Sciences"
160;21101180709;"Austral Comunicacion";journal;"23139129, 23139137";"Austral University, Faculty of Communication";Yes;Yes;0,197;Q2;2;43;17;1808;15;17;0,88;42,05;43,64;0;Argentina;Latin America;"Austral University, Faculty of Communication";"2023-2026";"Linguistics and Language (Q2); Communication (Q3); Speech and Hearing (Q3); Computer Networks and Communications (Q4); Electrical and Electronic Engineering (Q4); Information Systems (Q4)";"Computer Science; Engineering; Health Professions; Social Sciences"
161;5600152954;"Convergencia";journal;"24485799, 14051435";"Universidad Autonoma del Estado de Mexico";Yes;Yes;0,197;Q3;18;20;40;1029;36;40;0,61;51,45;60,61;0;Mexico;Latin America;"Universidad Autonoma del Estado de Mexico";"2008-2026";"Social Sciences (miscellaneous) (Q3)";"Social Sciences"
162;21101188213;"Revista Chilena de Derecho y Ciencia Politica";journal;"07192150, 07189389";"Catholic University of Temuco Faculty of Law Economics and Administrative Sciences";Yes;Yes;0,197;Q3;4;19;61;1241;30;55;0,55;65,32;33,33;0;Chile;Latin America;"Catholic University of Temuco Faculty of Law Economics and Administrative Sciences";"2019-2026";"Law (Q3); Sociology and Political Science (Q3)";"Social Sciences"
163;11700154713;"Perspectivas em Ciencia da Informacao";journal;"19815344, 14139936";"Escola de Ciencia da Informacao da UFMG";Yes;Yes;0,195;Q3;14;16;81;572;41;79;0,30;35,75;56,52;0;Brazil;Latin America;"Escola de Ciencia da Informacao da UFMG";"2008-2025";"Museology (Q2); Communication (Q3); Library and Information Sciences (Q3); Information Systems (Q4)";"Arts and Humanities; Computer Science; Social Sciences"
164;21101152137;"Revista de Defesa da Concorrencia";journal;"23182253";"Administrative Council for Economic Defense (CADE)";Yes;Yes;0,195;Q3;3;21;53;718;9;53;0,20;34,19;28,57;0;Brazil;Latin America;"Administrative Council for Economic Defense (CADE)";"2019-2025";"Law (Q3); Economics and Econometrics (Q4)";"Economics, Econometrics and Finance; Social Sciences"
165;4700152249;"Educacao e Pesquisa";journal;"15179702, 16784634";"Emerson de Pietri";Yes;Yes;0,195;Q4;26;115;348;4347;162;348;0,50;37,80;67,16;0;Brazil;Latin America;"Emerson de Pietri";"1999-2002, 2006-2025";"Education (Q4)";"Social Sciences"
166;21100212700;"RAE Revista de Administracao de Empresas";journal;"2178938X, 00347590";"Fundacao Getulio Vargas";Yes;Yes;0,195;Q4;26;50;150;2802;130;148;0,76;56,04;42,03;0;Brazil;Latin America;"Fundacao Getulio Vargas";"2007-2025";"Information Systems and Management (Q3); Business and International Management (Q4); Business, Management and Accounting (miscellaneous) (Q4); Development (Q4); Education (Q4); Industrial Relations (Q4); Management of Technology and Innovation (Q4); Management Science and Operations Research (Q4); Marketing (Q4); Organizational Behavior and Human Resource Management (Q4); Public Administration (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Decision Sciences; Social Sciences"
167;21100831020;"Civilistica.com";journal;"23168374";"Revista Civilistica";Yes;Yes;0,194;Q3;4;68;110;2365;13;110;0,14;34,78;29,17;0;Brazil;Latin America;"Revista Civilistica";"2017-2025";"Law (Q3)";"Social Sciences"
168;21100258911;"Izquierdas";journal;"07185049";"Ariadna Ediciones";Yes;Yes;0,194;Q3;13;79;233;3246;40;232;0,09;41,09;34,29;0;Chile;Latin America;"Ariadna Ediciones";"2013-2025";"History (Q2); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
169;21100829925;"HiSTOReLo";journal;"2145132X";"Universidad Nacional de Colombia";Yes;Yes;0,193;Q2;6;25;72;1291;18;62;0,09;51,64;47,22;0;Colombia;Latin America;"Universidad Nacional de Colombia";"2013-2026";"Cultural Studies (Q2); History (Q2); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q3)";"Arts and Humanities; Pharmacology, Toxicology and Pharmaceutics; Social Sciences"
170;21101271735;"Revista Digital de Investigacion en Docencia Universitaria";journal;"22232516";"Universidad Peruana de Ciencias Aplicadas";Yes;Yes;0,192;Q2;11;22;58;1293;49;53;0,59;58,77;50,00;0;Peru;Latin America;"Universidad Peruana de Ciencias Aplicadas";"2020-2026";"Cultural Studies (Q2); Developmental and Educational Psychology (Q4); Education (Q4)";"Psychology; Social Sciences"
171;23132;"Revista Estudos Feministas";journal;"18069584, 0104026X";"Universidade Federal de Santa Catarina";Yes;Yes;0,192;Q3;25;80;284;2387;104;278;0,30;29,84;77,67;0;Brazil;Latin America;"Universidade Federal de Santa Catarina";"1994-1995, 2006-2025";"Gender Studies (Q3)";"Social Sciences"
172;21100812853;"Journal of Physical Education (Maringa)";journal;"24482455";"Universidade Estadual de Maringa";Yes;No;0,191;Q4;16;58;181;2154;97;181;0,41;37,14;30,39;0;Brazil;Latin America;"Universidade Estadual de Maringa";"2009, 2016-2025";"Education (Q4); Health (social science) (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Public Health, Environmental and Occupational Health (Q4)";"Health Professions; Medicine; Social Sciences"
173;22988;"Revista Venezolana de Gerencia";journal;"13159984";"Universidad del Zulia";Yes;Yes;0,191;Q4;19;207;621;8768;503;601;0,80;42,36;39,61;0;Venezuela;Latin America;"Universidad del Zulia";"1996-2026";"Business, Management and Accounting (miscellaneous) (Q4); Geography, Planning and Development (Q4)";"Business, Management and Accounting; Social Sciences"
174;21100944721;"Cadernos de Traducao";journal;"21757968, 1414526X";"Universidade Federal de Santa Catarina";Yes;Yes;0,190;Q2;8;32;305;1786;78;296;0,28;55,81;53,66;0;Brazil;Latin America;"Universidade Federal de Santa Catarina";"2019-2025";"Literature and Literary Theory (Q1); Cultural Studies (Q2); Linguistics and Language (Q2); Gender Studies (Q3); Artificial Intelligence (Q4); Education (Q4)";"Arts and Humanities; Computer Science; Social Sciences"
175;26808;"Estudios Demograficos y Urbanos";journal;"24486515, 01867210";"Colegio de Mexico, A.C., Departamento de Publicaciones";Yes;Yes;0,190;Q3;12;24;83;1023;42;81;0,43;42,63;41,86;0;Mexico;Latin America;"Colegio de Mexico, A.C., Departamento de Publicaciones";"1986-1999, 2014-2026";"Demography (Q3); Urban Studies (Q3)";"Social Sciences"
176;21101034121;"Revista Argentina de Antropologia Biologica";journal;"18536387";"Asociacion de Antropologia Biologica Argentina";Yes;Yes;0,190;Q3;6;26;52;1920;26;50;0,45;73,85;60,44;0;Argentina;Latin America;"Asociacion de Antropologia Biologica Argentina";"2019-2025";"Anthropology (Q3); Archeology (Q3); Developmental Biology (Q4); Genetics (Q4)";"Biochemistry, Genetics and Molecular Biology; Social Sciences"
177;5700160666;"Journal of Human Growth and Development";journal;"01041282, 21753598";"Centro de Estudos de Crescimento e Desenvolvimento do Ser Humano";Yes;Yes;0,190;Q4;19;47;150;1633;91;145;0,62;34,74;42,99;0;Brazil;Latin America;"Centro de Estudos de Crescimento e Desenvolvimento do Ser Humano";"2012-2025";"Life-span and Life-course Studies (Q4); Medicine (miscellaneous) (Q4)";"Medicine; Social Sciences"
178;5700169412;"Acta Comportamentalia";journal;"01888145";"Universidad Nacional Autonoma de Mexico";No;No;0,189;Q2;6;37;108;1535;23;107;0,18;41,49;42,17;0;Mexico;Latin America;"Universidad Nacional Autonoma de Mexico";"2017-2025";"Linguistics and Language (Q2); Applied Psychology (Q4); Developmental and Educational Psychology (Q4); Education (Q4)";"Psychology; Social Sciences"
179;21100982310;"Logos: Revista de Linguistica, Filosofia y Literatura";journal;"07167520, 07193262";"Universidad de la Serena,Departamento de Artes y Letras";Yes;Yes;0,189;Q2;7;59;90;2025;30;90;0,26;34,32;48,00;0;Chile;Latin America;"Universidad de la Serena,Departamento de Artes y Letras";"2019-2025";"Literature and Literary Theory (Q1); Linguistics and Language (Q2); Philosophy (Q2)";"Arts and Humanities; Social Sciences"
180;21101192682;"Nuevo Derecho";journal;"20114540, 2500672X";"University Institution of Envigado";Yes;Yes;0,189;Q3;3;10;43;489;12;37;0,24;48,90;28,57;0;Colombia;Latin America;"University Institution of Envigado";"2019-2025";"Law (Q3); Social Sciences (miscellaneous) (Q3)";"Social Sciences"
181;21101152576;"Revista Eletronica de Direito Processual";journal;"19827636";"Universidade do Estado do Rio de Janeiro";Yes;Yes;0,188;Q3;5;68;253;1957;16;253;0,06;28,78;25,76;0;Brazil;Latin America;"Universidade do Estado do Rio de Janeiro";"2019-2026";"Law (Q3)";"Social Sciences"
182;21101134367;"Revista Juridica Austral";journal;"2684057X, 26840537";"Austral University";Yes;Yes;0,188;Q3;3;32;80;1651;8;75;0,07;51,59;19,35;0;Argentina;Latin America;"Austral University";"2020-2025";"Law (Q3)";"Social Sciences"
183;21100227421;"Quinto Sol";journal;"03292665, 18512879";"Instituto de Estudios Sociohistoricos";Yes;Yes;0,187;Q2;8;32;95;887;16;91;0,17;27,72;55,88;0;Argentina;Latin America;"Instituto de Estudios Sociohistoricos";"2012-2025";"Cultural Studies (Q2); History (Q2); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
184;5600152973;"Analisis Politico";journal;"01214705";"Universidad Nacional de Colombia";Yes;No;0,186;Q3;14;26;70;1363;41;65;0,67;52,42;19,44;0;Colombia;Latin America;"Universidad Nacional de Colombia";"1996, 2007-2012, 2014-2025";"History (Q2); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
185;21100901477;"Historia Regional";journal;"03298213, 24690732";"Seccion Historia. Instituto Superior del Profesorado 'Eduardo Lafferriere'";Yes;Yes;0,186;Q3;3;56;167;2000;21;162;0,13;35,71;51,39;0;Argentina;Latin America;"Seccion Historia. Instituto Superior del Profesorado 'Eduardo Lafferriere'";"2018-2026";"History (Q2); Social Sciences (miscellaneous) (Q3)";"Arts and Humanities; Social Sciences"
186;4700152715;"Horizontes Antropologicos";journal;"01047183";"Programa de Pos-Graduacao em Antropologia Social - IFCH-UFRGS";Yes;Yes;0,186;Q3;21;7;95;318;37;95;0,32;45,43;53,33;0;Brazil;Latin America;"Programa de Pos-Graduacao em Antropologia Social - IFCH-UFRGS";"2006-2025";"Anthropology (Q3)";"Social Sciences"
187;21100888590;"Revista Interamericana de Bibliotecologia";journal;"25389866, 01200976";"Escuela Interamericana de Bibliotecologia";Yes;Yes;0,185;Q3;12;22;64;700;30;58;0,51;31,82;54,55;0;Colombia;Latin America;"Escuela Interamericana de Bibliotecologia";"2000-2026";"Library and Information Sciences (Q3)";"Social Sciences"
188;21100905327;"Investigacoes em Ensino de Ciencias";journal;"15188795, 15189384";"Universidade Federal do Rio Grande do Sul, Instituto de Fisica";Yes;Yes;0,185;Q4;6;56;172;2926;68;172;0,25;52,25;48,48;0;Brazil;Latin America;"Universidade Federal do Rio Grande do Sul, Instituto de Fisica";"2019-2025";"Education (Q4)";"Social Sciences"
189;21101119540;"Cuhso";journal;"2452610X";"Faculty of Social Sciences and Humanities, Catholic University of Temuco";Yes;Yes;0,184;Q2;6;67;142;3548;56;123;0,27;52,96;52,53;0;Chile;Latin America;"Faculty of Social Sciences and Humanities, Catholic University of Temuco";"2020-2025";"Cultural Studies (Q2); Anthropology (Q3)";"Social Sciences"
190;21101233761;"Desde el Sur";journal;"20762674, 24150959";"Universidad Cientifica del Sur";Yes;Yes;0,184;Q2;7;102;168;4439;84;157;0,52;43,52;43,79;0;Peru;Latin America;"Universidad Cientifica del Sur";"2021-2025";"Cultural Studies (Q2); Gender Studies (Q3); Library and Information Sciences (Q3); Sociology and Political Science (Q3); Education (Q4); Public Administration (Q4); Safety Research (Q4)";"Social Sciences"
191;5800207800;"Literatura y Linguistica";journal;"0717621X, 07165811";"Universidad Catolica Silva Henriquez";Yes;Yes;0,184;Q2;14;20;125;779;50;124;0,35;38,95;57,69;0;Chile;Latin America;"Universidad Catolica Silva Henriquez";"2008-2025";"Literature and Literary Theory (Q1); Linguistics and Language (Q2)";"Arts and Humanities; Social Sciences"
192;20000195045;"Revista Colombiana de Antropologia";journal;"2539472X, 04866525";"Instituto Colombiano de Antropologia e Historia";Yes;Yes;0,184;Q2;15;30;68;1273;26;65;0,34;42,43;56,25;0;Colombia;Latin America;"Instituto Colombiano de Antropologia e Historia";"2011-2026";"Archeology (arts and humanities) (Q2); Cultural Studies (Q2); History (Q2); Anthropology (Q3)";"Arts and Humanities; Social Sciences"
193;21101179091;"Revista Eletronica Direito e Sociedade";journal;"23188081";"Universidade LaSalle - Unilasalle";Yes;Yes;0,184;Q2;4;39;101;1416;22;96;0,28;36,31;48,94;0;Brazil;Latin America;"Universidade LaSalle - Unilasalle";"2019-2025";"Cultural Studies (Q2); Gender Studies (Q3); Social Sciences (miscellaneous) (Q3)";"Social Sciences"
194;21100872774;"Desenvolvimento e Meio Ambiente";journal;"21769109, 1518952X";"Universidade Federal do Parana";Yes;Yes;0,184;Q4;12;37;200;1771;90;196;0,41;47,86;42,31;0;Brazil;Latin America;"Universidade Federal do Parana";"2018-2025";"Environmental Science (miscellaneous) (Q4); Geography, Planning and Development (Q4)";"Environmental Science; Social Sciences"
195;21100824458;"Sustainability in Debate";journal;"21777675, 21799067";"Universidade de Brasilia";Yes;Yes;0,184;Q4;10;33;104;1512;52;94;0,56;45,82;53,19;0;Brazil;Latin America;"Universidade de Brasilia";"2013, 2017-2025";"Development (Q4); Geography, Planning and Development (Q4); Management, Monitoring, Policy and Law (Q4)";"Environmental Science; Social Sciences"
196;21101224872;"International Journal of Innovation";journal;"23189975";"Universidade Nove de Julho-UNINOVE";No;No;0,183;Q3;4;27;60;1648;57;54;0,95;61,04;21,15;0;Brazil;Latin America;"Universidade Nove de Julho-UNINOVE";"2023-2025";"Social Sciences (miscellaneous) (Q3); Management of Technology and Innovation (Q4)";"Business, Management and Accounting; Social Sciences"
197;21101034113;"Revista Brasileira de Geografia Fisica";journal;"19842295";"Universidade Federal de Pernambuco";Yes;No;0,182;Q4;12;320;691;17442;462;688;0,66;54,51;35,96;0;Brazil;Latin America;"Universidade Federal de Pernambuco";"2019-2026";"Atmospheric Science (Q4); Computers in Earth Sciences (Q4); Earth-Surface Processes (Q4); Environmental Science (miscellaneous) (Q4); Geography, Planning and Development (Q4); Geophysics (Q4)";"Earth and Planetary Sciences; Environmental Science; Social Sciences"
198;19700173306;"Revista Latinoamericana de Investigacion en Matematica Educativa";journal;"16652436";"Comite Latinoamericano de Matematica Educativa";Yes;No;0,181;Q4;14;4;45;182;18;36;0,24;45,50;33,33;0;Mexico;Latin America;"Comite Latinoamericano de Matematica Educativa";"2009-2024";"Education (Q4)";"Social Sciences"
199;21101109585;"Revista da Faculdade de Direito da Universidade Federal de Minas Gerais";journal;"19841841, 03042340";"Faculdade de Direito da Universidade Federal de Minas Gerais";Yes;Yes;0,180;Q3;3;34;122;1091;9;106;0,08;32,09;51,85;0;Brazil;Latin America;"Faculdade de Direito da Universidade Federal de Minas Gerais";"2019-2025";"Arts and Humanities (miscellaneous) (Q2); History (Q2); Philosophy (Q2); Law (Q3)";"Arts and Humanities; Social Sciences"
200;21100242828;"Revista de Direito, Estado e Telecomunicacoes";journal;"19849729, 19848161";"Universidade de Brasilia";Yes;Yes;0,179;Q3;9;27;71;1260;50;71;0,66;46,67;49,21;0;Brazil;Latin America;"Universidade de Brasilia";"2009, 2013-2025";"Law (Q3); Computer Networks and Communications (Q4); Electrical and Electronic Engineering (Q4)";"Computer Science; Engineering; Social Sciences"
201;17356;"Revista Mexicana de Sociologia";journal;"25940651, 01882503";"Universidad Nacional Autonoma de Mexico";Yes;Yes;0,179;Q3;19;30;122;1489;58;122;0,40;49,63;28,95;0;Mexico;Latin America;"Universidad Nacional Autonoma de Mexico";"1976, 1978-1979, 1981, 1983, 1985, 1988, 1990, 1993, 1995-1996, 2011-2025";"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Social Sciences"
202;4500151523;"Educacao e Sociedade";journal;"16784626, 01017330";"Centro de Estudos Educacao e Sociedade - CEDES";Yes;No;0,179;Q4;32;60;176;2271;65;158;0,39;37,85;55,05;0;Brazil;Latin America;"Centro de Estudos Educacao e Sociedade - CEDES";"2006-2025";"Education (Q4)";"Social Sciences"
203;5700164339;"Lua Nova";journal;"01026445";"CEDEC";Yes;Yes;0,178;Q3;19;13;94;696;29;89;0,32;53,54;41,18;0;Brazil;Latin America;"CEDEC";"2006-2025";"Sociology and Political Science (Q3)";"Social Sciences"
204;5000157105;"DELTA Documentacao de Estudos em Linguistica Teorica e Aplicada";journal;"1678460X, 01024450";"Pontificia Universidade Catolica de Sao Paulo";Yes;Yes;0,177;Q2;17;37;182;1103;39;182;0,20;29,81;67,86;0;Brazil;Latin America;"Pontificia Universidade Catolica de Sao Paulo";"2006-2025";"Linguistics and Language (Q2)";"Social Sciences"
205;19400157009;"Investigacion Bibliotecologica";journal;"0187358X, 24488321";"Universidad Nacional Autonoma de Mexico";Yes;Yes;0,177;Q3;16;39;118;1194;60;118;0,49;30,62;40,00;0;Mexico;Latin America;"Universidad Nacional Autonoma de Mexico";"2001, 2008-2025";"Library and Information Sciences (Q3)";"Social Sciences"
206;5600152949;"Revista de Antropologia";journal;"00347701, 16789857";"Universidade de Sao Paulo. Museu de Zoologia";Yes;Yes;0,177;Q3;15;40;131;2034;50;108;0,32;50,85;35,00;0;Brazil;Latin America;"Universidade de Sao Paulo. Museu de Zoologia";"2006-2025";"Anthropology (Q3)";"Social Sciences"
207;21101034436;"Revista Brasileira de Cartografia";journal;"05604613, 18080936";"Sociedade Brasileira de Cartografia, Geodesia, Fotogrametria e Sensoriamento Remoto";Yes;Yes;0,177;Q4;8;26;95;969;42;95;0,38;37,27;26,98;0;Brazil;Latin America;"Sociedade Brasileira de Cartografia, Geodesia, Fotogrametria e Sensoriamento Remoto";"2019-2026";"Computers in Earth Sciences (Q4); Earth and Planetary Sciences (miscellaneous) (Q4); Earth-Surface Processes (Q4); Geography, Planning and Development (Q4)";"Earth and Planetary Sciences; Social Sciences"
208;21100927903;"Atelie Geografico";journal;"19821956";"Universidade Federal De Goias (UFG)";Yes;Yes;0,176;Q3;4;39;130;1462;35;129;0,30;37,49;35,94;0;Brazil;Latin America;"Universidade Federal De Goias (UFG)";"2019-2025";"Urban Studies (Q3); Geography, Planning and Development (Q4); Management, Monitoring, Policy and Law (Q4); Nature and Landscape Conservation (Q4); Tourism, Leisure and Hospitality Management (Q4)";"Business, Management and Accounting; Environmental Science; Social Sciences"
209;33459;"Desarrollo y Sociedad";journal;"01203584, 19007760";"Universidad de los Andes, Colombia";Yes;Yes;0,176;Q3;11;17;58;678;19;51;0,31;39,88;30,30;0;Colombia;Latin America;"Universidad de los Andes, Colombia";"1979-1985, 1994, 2010-2025";"Political Science and International Relations (Q3); Sociology and Political Science (Q3); Development (Q4); Economics and Econometrics (Q4)";"Economics, Econometrics and Finance; Social Sciences"
210;4700152714;"Cadernos de Pesquisa";journal;"19805314, 01001574";"Fundacao Carlos Chagas";Yes;Yes;0,175;Q2;24;22;145;907;55;143;0,35;41,23;54,55;0;Brazil;Latin America;"Fundacao Carlos Chagas";"1983, 2006-2025";"Cultural Studies (Q2); Gender Studies (Q3); Education (Q4)";"Social Sciences"
211;21101073713;"Letras (Peru)";journal;"20715072, 03784878";"National University of San Marcos. Faculty of Letters and Human Sciences";Yes;Yes;0,175;Q2;6;25;87;925;25;82;0,28;37,00;29,17;0;Peru;Latin America;"National University of San Marcos. Faculty of Letters and Human Sciences";"2018-2025";"Literature and Literary Theory (Q1); Arts and Humanities (miscellaneous) (Q2); Cultural Studies (Q2); Linguistics and Language (Q2); Social Sciences (miscellaneous) (Q3)";"Arts and Humanities; Social Sciences"
212;21100845659;"Revista Chilena de Derecho y Tecnologia";journal;"07192576, 07192584";"Universidad de Chile";Yes;Yes;0,175;Q3;9;0;52;0;24;51;0,51;0,00;0,00;0;Chile;Latin America;"Universidad de Chile";"2017-2024";"Law (Q3); Computer Networks and Communications (Q4); Information Systems (Q4)";"Computer Science; Social Sciences"
213;10600153355;"Acta Bioethica";journal;"1726569X, 07175906";"";Yes;Yes;0,175;Q4;13;32;102;983;42;85;0,30;30,72;44,59;0;Chile;Latin America;"";"2007-2025";"Health Policy (Q4); Health (social science) (Q4)";"Medicine; Social Sciences"
214;21100874216;"Revista Mexicana de Fisica E";journal;"18703542";"Sociedad Mexicana de Fisica";No;No;0,175;Q4;15;45;78;1405;20;78;0,16;31,22;30,88;0;Mexico;Latin America;"Sociedad Mexicana de Fisica";"2006-2026";"Education (Q4); Physics and Astronomy (miscellaneous) (Q4)";"Physics and Astronomy; Social Sciences"
215;21100211324;"Lexis (Peru)";journal;"02549239, 22233768";"Pontificia Universidad Catolica del Peru";Yes;Yes;0,174;Q2;9;18;101;701;24;101;0,18;38,94;47,37;0;Peru;Latin America;"Pontificia Universidad Catolica del Peru";"2012-2025";"Literature and Literary Theory (Q1); Linguistics and Language (Q2)";"Arts and Humanities; Social Sciences"
216;21101095657;"Economia, Sociedad y Territorio";journal;"14058421, 24486183";"El Colegio Mexiquense AC";Yes;Yes;0,174;Q3;7;35;108;1436;57;108;0,47;41,03;39,62;0;Mexico;Latin America;"El Colegio Mexiquense AC";"2019-2025";"Demography (Q3); Social Sciences (miscellaneous) (Q3); Urban Studies (Q3); Geography, Planning and Development (Q4)";"Social Sciences"
217;21100450368;"Urbe";journal;"21753369";"Pontificia Universidade Catolica do Parana";Yes;Yes;0,174;Q3;13;35;141;1699;65;140;0,37;48,54;50,60;0;Brazil;Latin America;"Pontificia Universidade Catolica do Parana";"2015-2026";"Architecture (Q3); Urban Studies (Q3); Geography, Planning and Development (Q4)";"Engineering; Social Sciences"
218;21100898604;"Vibrant Virtual Brazilian Anthropology";journal;"18094341";"Brazilian Anthropology Association";Yes;Yes;0,173;Q2;8;25;116;1270;41;106;0,38;50,80;57,14;0;Brazil;Latin America;"Brazilian Anthropology Association";"2018-2025";"Cultural Studies (Q2); Anthropology (Q3); Sociology and Political Science (Q3); Urban Studies (Q3)";"Social Sciences"
219;21101048515;"Revista Iberoamericana de Viticultura Agroindustria y Ruralidad";journal;"07194994";"Institute of Advanced Studies, University of Santiago de Chile";Yes;Yes;0,172;Q2;9;62;136;1501;79;136;0,48;24,21;55,85;0;Chile;Latin America;"Institute of Advanced Studies, University of Santiago de Chile";"2019-2026";"Cultural Studies (Q2); History (Q2); Archeology (Q3); Agronomy and Crop Science (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Food Science (Q4); Horticulture (Q4)";"Agricultural and Biological Sciences; Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
220;12100155635;"Anuario do Instituto de Geociencias";journal;"19823908, 01019759";"Universidade Federal do Rio de Janeiro - UFRJ";Yes;Yes;0,172;Q4;19;41;156;1732;76;154;0,45;42,24;31,45;0;Brazil;Latin America;"Universidade Federal do Rio de Janeiro - UFRJ";"2004-2026";"Development (Q4); Economic Geology (Q4); Environmental Science (miscellaneous) (Q4); Geography, Planning and Development (Q4); Geology (Q4)";"Earth and Planetary Sciences; Environmental Science; Social Sciences"
221;21100898955;"Praxis Educativa";journal;"18094031, 18094309";"Universidade Estadual de Ponta Grossa, Editora";Yes;Yes;0,171;Q3;10;90;321;3748;91;313;0,34;41,64;51,46;0;Brazil;Latin America;"Universidade Estadual de Ponta Grossa, Editora";"2017-2026";"Social Sciences (miscellaneous) (Q3); Education (Q4)";"Social Sciences"
222;7200153148;"Revista Brasileira de Gestao e Desenvolvimento Regional";journal;"1809239X";"Universidade de Taubate";Yes;No;0,171;Q3;10;57;170;2170;42;160;0,23;38,07;41,10;0;Brazil;Latin America;"Universidade de Taubate";"2007-2026";"Sociology and Political Science (Q3); Urban Studies (Q3); Environmental Science (miscellaneous) (Q4); Geography, Planning and Development (Q4)";"Environmental Science; Social Sciences"
223;21101210852;"Revista Brasileira de Pesquisa em Turismo";journal;"19826125";"Associacao Nacional de Pesquisa e Pos-Graduacao em Turismo - ANPTUR";Yes;Yes;0,171;Q3;6;20;101;1063;69;98;0,55;53,15;43,90;0;Brazil;Latin America;"Associacao Nacional de Pesquisa e Pos-Graduacao em Turismo - ANPTUR";"2021-2025";"Social Sciences (miscellaneous) (Q3); Geography, Planning and Development (Q4); Tourism, Leisure and Hospitality Management (Q4)";"Business, Management and Accounting; Social Sciences"
224;21101152724;"Revista de la Facultad de Derecho y Ciencias Politicas";journal;"01203886, 23900016";"Universidad Pontificia Bolivariana";Yes;Yes;0,171;Q3;3;8;71;295;19;71;0,36;36,88;22,22;0;Colombia;Latin America;"Universidad Pontificia Bolivariana";"2019-2025";"Law (Q3)";"Social Sciences"
225;20000195095;"Meta: Avaliacao";journal;"21752753";"Fundacao Cesgranrio";Yes;Yes;0,171;Q4;8;26;131;841;38;131;0,35;32,35;56,86;0;Brazil;Latin America;"Fundacao Cesgranrio";"2009-2025";"Education (Q4)";"Social Sciences"
