Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2025);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
151;21100312021;"Antiguo Oriente";journal;"16679202";"Archaeopress";No;No;0,123;Q2;11;0;22;0;1;20;0,06;0,00;0,00;0;Argentina;Latin America;"Archaeopress";"2009-2024";"Classics (Q2); Archeology (Q3); Archeology (arts and humanities) (Q3); History (Q3)";"Arts and Humanities; Social Sciences"
152;21101049619;"Cuadernos Medievales";journal;"24227471, 24516821";"Universidad Nacional de Mar del Plata";Yes;Yes;0,123;Q2;2;5;38;535;6;38;0,14;107,00;33,33;0;Argentina;Latin America;"Universidad Nacional de Mar del Plata";"2019-2025";"Visual Arts and Performing Arts (Q2); Archeology (Q3); Archeology (arts and humanities) (Q3); History (Q3); Philosophy (Q3); Religious Studies (Q3)";"Arts and Humanities; Social Sciences"
153;21101139564;"Metafora";journal;"26174839";"Asociacion Peruana de Retorica";Yes;Yes;0,123;Q2;2;27;94;784;5;85;0,06;29,04;33,33;0;Peru;Latin America;"Asociacion Peruana de Retorica";"2019-2025";"Literature and Literary Theory (Q2); Linguistics and Language (Q3)";"Arts and Humanities; Social Sciences"
154;21100937889;"Scripta Mediaevalia";journal;"18518753, 23624868";"Editorial de la Facultad de Filosofia y Letras de la Universidad Nacional de Cuyo";Yes;Yes;0,123;Q3;2;21;34;679;7;34;0,20;32,33;25,00;0;Argentina;Latin America;"Editorial de la Facultad de Filosofia y Letras de la Universidad Nacional de Cuyo";"2019-2025";"Philosophy (Q3)";"Arts and Humanities"
155;17700155703;"Revista 180";journal;"07182309";"Universidad Diego Portales";Yes;Yes;0,122;Q2;9;15;68;416;9;63;0,12;27,73;22,58;0;Chile;Latin America;"Universidad Diego Portales";"2005-2025";"Visual Arts and Performing Arts (Q2); Architecture (Q4); Urban Studies (Q4)";"Arts and Humanities; Engineering; Social Sciences"
156;24967;"Estudios de Cultura Nahuatl";journal;"00711675";"Universidad Nacional Autonoma de Mexico";No;No;0,122;Q3;6;19;81;787;12;70;0,12;41,42;60,00;1;Mexico;Latin America;"Universidad Nacional Autonoma de Mexico";"1971-1972, 2014-2017, 2019-2026";"History (Q3); Anthropology (Q4)";"Arts and Humanities; Social Sciences"
157;21101199903;"Revista Brasileira de Historia da Ciencia";journal;"19834713, 21763275";"Sociedade Brasileira de Historia da Ciencia";Yes;Yes;0,122;Q3;3;34;113;1519;14;103;0,06;44,68;38,24;0;Brazil;Latin America;"Sociedade Brasileira de Historia da Ciencia";"2019-2025";"Arts and Humanities (miscellaneous) (Q3); History (Q3); History and Philosophy of Science (Q4)";"Arts and Humanities"
158;21100265667;"Signos Historicos";journal;"16654420";"Universidad Autonoma Metropolitana";Yes;No;0,122;Q3;6;2;66;0;9;64;0,14;0,00;0,00;0;Mexico;Latin America;"Universidad Autonoma Metropolitana";"2013-2014, 2017-2025";"History (Q3)";"Arts and Humanities"
159;16300154799;"Estudos Ibero-Americanos";journal;"1980864X, 01014064";"Editora da P U C R S";Yes;Yes;0,121;Q3;10;34;94;1505;12;89;0,15;44,26;35,00;0;Brazil;Latin America;"Editora da P U C R S";"1994, 2002-2025";"History (Q3)";"Arts and Humanities"
160;5800170623;"Filosofia Unisinos";journal;"15195023, 19848234";"Universidade do Vale do Rio dos Sinos";Yes;Yes;0,121;Q3;7;42;112;1196;27;105;0,26;28,48;15,56;0;Brazil;Latin America;"Universidade do Vale do Rio dos Sinos";"2010-2025";"Philosophy (Q3)";"Arts and Humanities"
161;21101098754;"Isonomia";journal;"14050218, 26832593";"Instituto Tecnologico Autonomo de Mexico";No;No;0,121;Q3;4;19;53;1090;11;51;0,21;57,37;29,63;0;Mexico;Latin America;"Instituto Tecnologico Autonomo de Mexico";"2019-2025";"Philosophy (Q3); Law (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
162;19700173013;"Co-herencia";journal;"17945887";"Universidad EAFIT";Yes;Yes;0,120;Q2;9;13;85;561;17;81;0,16;43,15;6,67;0;Colombia;Latin America;"Universidad EAFIT";"2009-2025";"Literature and Literary Theory (Q2); Visual Arts and Performing Arts (Q2); History (Q3); Music (Q3); Philosophy (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
163;21101105300;"Revista Latinoamericana de Filosofia";journal;"03250725, 18527353";"Centro de Investigaciones Filosoficas";Yes;Yes;0,120;Q3;3;15;52;500;5;47;0,08;33,33;37,50;0;Argentina;Latin America;"Centro de Investigaciones Filosoficas";"2019-2025";"Philosophy (Q3)";"Arts and Humanities"
164;21100227000;"Tzintzun";journal;"2007963X, 1870719X";"Instituto de investigaciones historicas, Universidad Michoacana";Yes;No;0,119;Q3;5;45;114;1677;9;109;0,07;37,27;30,56;0;Mexico;Latin America;"Instituto de investigaciones historicas, Universidad Michoacana";"2000, 2012-2025";"History (Q3)";"Arts and Humanities"
165;21100228015;"Signos Filosoficos";journal;"16651324";"Universidad Autonoma Metropolitana, Department of Philosophy";Yes;No;0,118;Q3;4;1;38;20;3;38;0,08;20,00;0,00;0;Mexico;Latin America;"Universidad Autonoma Metropolitana, Department of Philosophy";"2012-2025";"Philosophy (Q3)";"Arts and Humanities"
166;19900193643;"Anales de Literatura Chilena";journal;"07176058";"Pontificia Universidad Catolica de Chile";Yes;No;0,117;Q2;7;48;183;951;12;165;0,04;19,81;62,50;0;Chile;Latin America;"Pontificia Universidad Catolica de Chile";"2010-2025";"Literature and Literary Theory (Q2)";"Arts and Humanities"
167;20600195529;"Revista Colombiana de Sociologia";journal;"0120159X, 22565485";"Universidad Nacional de Colombia";Yes;Yes;0,117;Q3;9;18;78;634;19;74;0,24;35,22;40,00;0;Colombia;Latin America;"Universidad Nacional de Colombia";"2018-2025";"Arts and Humanities (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
168;21100218077;"Anclajes";journal;"03293807, 18514669";"Instituto de Investigaciones Literarias y Discursivas, Universidad Nacional de La Pampa";Yes;Yes;0,116;Q3;6;27;84;755;14;84;0,16;27,96;57,69;0;Argentina;Latin America;"Instituto de Investigaciones Literarias y Discursivas, Universidad Nacional de La Pampa";"2012-2026";"Cultural Studies (Q3); Literature and Literary Theory (Q3); Linguistics and Language (Q4)";"Arts and Humanities; Social Sciences"
169;8100153108;"Revista Brasileira de Historia";journal;"01020188, 18069347";"Associacao Nacional de Historia";Yes;Yes;0,116;Q3;13;26;163;1162;26;157;0,14;44,69;56,67;0;Brazil;Latin America;"Associacao Nacional de Historia";"1999, 2001, 2007-2025";"Cultural Studies (Q3); History (Q3); Geography, Planning and Development (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
170;26231;"Boletin del Instituto de Historia Argentina y Americana 'Dr. Emilio Ravignani'";journal;"05249767, 18502563";"Institute of Argentine and American History "Dr. Emilio Ravignani"";Yes;Yes;0,115;Q3;5;9;91;307;5;81;0,07;34,11;44,44;0;Argentina;Latin America;"Institute of Argentine and American History "Dr. Emilio Ravignani"";"1980, 2001, 2019-2026";"History (Q3); History and Philosophy of Science (Q4)";"Arts and Humanities"
171;21101123942;"Legado de Arquitectura y Diseno";journal;"20073615, 2448749X";"Universidad Autonoma del Estado de Mexico";Yes;Yes;0,115;Q3;3;0;96;0;19;96;0,22;0,00;0,00;0;Mexico;Latin America;"Universidad Autonoma del Estado de Mexico";"2019-2024";"Arts and Humanities (miscellaneous) (Q3); Visual Arts and Performing Arts (Q3); Architecture (Q4); Urban Studies (Q4)";"Arts and Humanities; Engineering; Social Sciences"
172;21101116673;"Perifrasis";journal;"21458987, 21459045";"Universidad de los Andes, Colombia";Yes;Yes;0,115;Q3;4;30;73;721;5;62;0,02;24,03;70,83;0;Colombia;Latin America;"Universidad de los Andes, Colombia";"2011, 2019-2026";"Cultural Studies (Q3); Literature and Literary Theory (Q3); Gender Studies (Q4)";"Arts and Humanities; Social Sciences"
173;24307;"Revista de Historia (Brazil)";journal;"00348309, 23169141";"Universidade de Sao Paulo, Faculdade de Filosofia, Letras e Ciencias Humanas";Yes;Yes;0,115;Q3;6;31;147;1700;10;146;0,06;54,84;41,38;0;Brazil;Latin America;"Universidade de Sao Paulo, Faculdade de Filosofia, Letras e Ciencias Humanas";"1968-1971, 1973, 1975-1978, 1999-2001, 2017-2025";"History (Q3)";"Arts and Humanities"
174;21100913506;"Anos 90";journal;"0104236X, 1983201X";"Universidade Federal do Rio Grande do Sul";Yes;Yes;0,114;Q3;3;2;84;136;3;78;0,00;68,00;0,00;0;Brazil;Latin America;"Universidade Federal do Rio Grande do Sul";"2019-2025";"History (Q3)";"Arts and Humanities"
175;21101124745;"Humanidades";journal;"15105024, 23011629";"Universidad de Montevideo";Yes;Yes;0,114;Q3;3;21;56;758;7;46;0,08;36,10;29,63;0;Uruguay;Latin America;"Universidad de Montevideo";"2019-2025";"Arts and Humanities (miscellaneous) (Q3); History (Q3); Literature and Literary Theory (Q3); Philosophy (Q3); History and Philosophy of Science (Q4)";"Arts and Humanities"
176;19900191832;"Ideas y Valores";journal;"01200062, 20113668";"Universidad Nacional de Colombia";Yes;Yes;0,114;Q3;8;31;181;1060;18;176;0,08;34,19;14,71;0;Colombia;Latin America;"Universidad Nacional de Colombia";"2010-2025";"Philosophy (Q3)";"Arts and Humanities"
177;21100899925;"Nomadas";journal;"25394762, 01217550";"Universidad Central";Yes;Yes;0,114;Q3;8;0;49;0;8;46;0,06;0,00;0,00;0;Colombia;Latin America;"Universidad Central";"2018-2024";"Cultural Studies (Q3); Philosophy (Q3); Anthropology (Q4); Education (Q4); Psychology (miscellaneous) (Q4); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Psychology; Social Sciences"
178;21101377431;"Arboles y Rizomas";journal;"07199805";"Universidad de Santiago de Chile";Yes;No;0,113;Q3;2;35;54;1100;7;47;0,19;31,43;63,16;0;Chile;Latin America;"Universidad de Santiago de Chile";"2022-2025";"Literature and Literary Theory (Q3); Education (Q4); Linguistics and Language (Q4)";"Arts and Humanities; Social Sciences"
179;5800173395;"ARQ";journal;"07160852, 07176996";"Pontificia Universidad Catolica de Chile";Yes;Yes;0,113;Q3;8;13;132;109;14;122;0,07;8,38;25,00;0;Chile;Latin America;"Pontificia Universidad Catolica de Chile";"2007-2025";"Conservation (Q3); Visual Arts and Performing Arts (Q3); Architecture (Q4)";"Arts and Humanities; Engineering"
180;21100203943;"Cuadernos de Musica, Artes Visuales y Artes Escenicas";journal;"17946670, 22159959";"Pontificia Universidad Javeriana";No;No;0,113;Q3;7;29;77;847;17;62;0,13;29,21;56,52;0;Colombia;Latin America;"Pontificia Universidad Javeriana";"2012-2026";"Music (Q3); Visual Arts and Performing Arts (Q3); Linguistics and Language (Q4)";"Arts and Humanities; Social Sciences"
181;6000170071;"Eidos";journal;"16928857, 20117477";"Universidad del Norte";Yes;Yes;0,113;Q3;5;43;41;1223;4;36;0,10;28,44;32,43;0;Colombia;Latin America;"Universidad del Norte";"2012-2025";"Philosophy (Q3)";"Arts and Humanities"
182;21101152607;"Revista de Historia (Costa Rica)";journal;"22154744";"Universidad Nacional";Yes;Yes;0,113;Q3;3;23;45;1076;6;44;0,21;46,78;36,84;0;Costa Rica;Latin America;"Universidad Nacional";"2019-2025";"Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3); History (Q3)";"Arts and Humanities; Social Sciences"
183;21101365672;"Revista Latinoamericana de Filosofia Politica";journal;"22508619";"Center for Philosophical Research";Yes;No;0,113;Q3;2;17;30;254;1;30;0,03;14,94;33,33;0;Argentina;Latin America;"Center for Philosophical Research";"2021-2026";"Philosophy (Q3)";"Arts and Humanities"
184;21101023315;"Praksis";journal;"24481939";"UNIVERSIDADE FEEVALE";Yes;Yes;0,112;Q3;4;35;71;1165;8;69;0,11;33,29;56,14;0;Brazil;Latin America;"UNIVERSIDADE FEEVALE";"2019-2026";"History (Q3); Education (Q4); Linguistics and Language (Q4)";"Arts and Humanities; Social Sciences"
185;19900191816;"Revista de Filosofia: Aurora";journal;"29651557, 29651565";"Pontificia Universidade Catolica do Parana";Yes;No;0,112;Q3;6;49;143;1199;13;138;0,11;24,47;45,83;0;Brazil;Latin America;"Pontificia Universidade Catolica do Parana";"2010-2026";"Philosophy (Q3)";"Arts and Humanities"
186;21100207638;"Discursos Fotograficos";journal;"18085652, 19847939";"Universidade Estadual de Londrina";Yes;Yes;0,111;Q3;5;8;61;164;4;55;0,00;20,50;54,55;0;Brazil;Latin America;"Universidade Estadual de Londrina";"2012-2025";"Visual Arts and Performing Arts (Q3); Communication (Q4)";"Arts and Humanities; Social Sciences"
187;21100843496;"Cuadernos de Literatura";journal;"01228102";"Pontificia Universidad Javeriana";Yes;Yes;0,109;Q3;5;11;62;357;5;59;0,05;32,45;66,67;0;Colombia;Latin America;"Pontificia Universidad Javeriana";"2017-2025";"Literature and Literary Theory (Q3)";"Arts and Humanities"
188;19900193645;"Revista de Historia Regional";journal;"14140055";"Universidade Estadual de Ponta Grossa, Editora";Yes;Yes;0,109;Q3;5;33;61;1137;6;61;0,15;34,45;38,46;0;Brazil;Latin America;"Universidade Estadual de Ponta Grossa, Editora";"2011-2025";"History (Q3)";"Arts and Humanities"
189;21100827842;"Analisis Filosofico";journal;"03261301, 18519636";"Sociedad Argentina de Analisis Filosofico";Yes;Yes;0,109;Q4;5;37;71;1675;12;66;0,08;45,27;31,25;0;Argentina;Latin America;"Sociedad Argentina de Analisis Filosofico";"2017-2025";"Philosophy (Q4)";"Arts and Humanities"
190;21100396117;"Anales del Instituto de Investigaciones Esteticas";journal;"18703062, 01851276";"Universidad Nacional Autonoma de Mexico";Yes;Yes;0,107;Q3;5;22;70;1329;10;67;0,11;60,41;36,00;0;Mexico;Latin America;"Universidad Nacional Autonoma de Mexico";"2014-2025";"Visual Arts and Performing Arts (Q3); Philosophy (Q4)";"Arts and Humanities"
191;19900191875;"Sociedade e Cultura";journal;"19808194, 14158566";"Universidade Federal De Goias (UFG)";Yes;Yes;0,107;Q4;7;12;45;648;3;43;0,03;54,00;50,00;0;Brazil;Latin America;"Universidade Federal De Goias (UFG)";"2010-2025";"Arts and Humanities (miscellaneous) (Q4); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
192;5800152988;"Revista de Letras";journal;"01013505, 19817886";"Universidade Estadual Paulista (UNESP)";No;No;0,106;Q3;3;0;48;0;3;45;0,00;0,00;0,00;0;Brazil;Latin America;"Universidade Estadual Paulista (UNESP)";"2004-2024";"Literature and Literary Theory (Q3); Philosophy (Q4)";"Arts and Humanities"
193;21101067060;"Fronteiras (Brazil)";journal;"22389717, 14158701";"Federal University of Fronteira Sul";Yes;Yes;0,106;Q4;2;20;97;699;9;91;0,08;34,95;44,44;0;Brazil;Latin America;"Federal University of Fronteira Sul";"2019-2025";"History (Q4)";"Arts and Humanities"
194;8000153148;"Kriterion (Brazil)";journal;"19815336, 0100512X";"Universidade de Minas Gerais";Yes;Yes;0,106;Q4;7;28;109;815;10;109;0,07;29,11;17,39;0;Brazil;Latin America;"Universidade de Minas Gerais";"2007-2025";"Philosophy (Q4)";"Arts and Humanities"
195;21100812179;"Resonancias";journal;"07195702, 07173474";"Pontificia Universidad Catolica de Chile";Yes;Yes;0,106;Q4;6;1;78;60;10;69;0,16;60,00;0,00;0;Chile;Latin America;"Pontificia Universidad Catolica de Chile";"2016-2025";"Music (Q4)";"Arts and Humanities"
196;21100775656;"Acta Poetica";journal;"01853082, 2448735X";"Universidad Nacional Autonoma de Mexico";Yes;Yes;0,105;Q3;4;16;44;437;7;41;0,17;27,31;42,86;0;Mexico;Latin America;"Universidad Nacional Autonoma de Mexico";"2016-2026";"Literature and Literary Theory (Q3); Cultural Studies (Q4)";"Arts and Humanities; Social Sciences"
197;21100904229;"Estudios de Teoria Literaria";journal;"23139676";"Universidad Nacional de Mar del Plata";Yes;Yes;0,104;Q3;3;33;138;683;12;131;0,12;20,70;65,63;0;Argentina;Latin America;"Universidad Nacional de Mar del Plata";"2018-2025";"Literature and Literary Theory (Q3); Communication (Q4); Cultural Studies (Q4); History (Q4); Linguistics and Language (Q4)";"Arts and Humanities; Social Sciences"
198;21100212326;"Arqueologia Mexicana";journal;"01888218";"Editorial Raices";No;No;0,104;Q4;6;12;334;56;5;272;0,02;4,67;46,67;0;Mexico;Latin America;"Editorial Raices";"2012-2015, 2018-2024";"Archeology (Q4); Archeology (arts and humanities) (Q4)";"Arts and Humanities; Social Sciences"
199;21101371013;"Cuadernos de Teologia";journal;"07198175";"Universidad Catolica del Norte";Yes;No;0,103;Q3;1;12;36;495;1;36;0,00;41,25;21,43;0;Chile;Latin America;"Universidad Catolica del Norte";"2021-2026";"Literature and Literary Theory (Q3); Cultural Studies (Q4); Philosophy (Q4); Religious Studies (Q4)";"Arts and Humanities; Social Sciences"
200;15600154702;"Alpha";journal;"07182201, 07164254";"Universidad de los Lagos";Yes;Yes;0,103;Q4;14;0;88;0;7;73;0,08;0,00;0,00;0;Chile;Latin America;"Universidad de los Lagos";"2008-2024";"Arts and Humanities (miscellaneous) (Q4)";"Arts and Humanities"
201;21101068185;"Metatheoria";journal;"18532322, 18532330";"Editorial de la Universidad Nacional de Tres de Febrero (EDUNTREF)";No;No;0,103;Q4;1;6;30;228;1;27;0,04;38,00;0,00;0;Argentina;Latin America;"Editorial de la Universidad Nacional de Tres de Febrero (EDUNTREF)";"2019-2025";"History and Philosophy of Science (Q4)";"Arts and Humanities"
202;21100790342;"Revista de Filosofia (Chile)";journal;"07184360, 00348236";"Universidad de Chile";Yes;Yes;0,103;Q4;5;21;58;733;5;56;0,10;34,90;21,05;0;Chile;Latin America;"Universidad de Chile";"2016-2025";"Philosophy (Q4)";"Arts and Humanities"
203;19700201012;"Acta Scientiarum Language and Culture";journal;"19834683, 19834675";"Eduem - Editora da Universidade Estadual de Maringa";Yes;Yes;0,102;Q4;7;42;130;1079;6;122;0,05;25,69;57,89;0;Brazil;Latin America;"Eduem - Editora da Universidade Estadual de Maringa";"2008-2025";"Linguistics and Language (Q4); Literature and Literary Theory (Q4)";"Arts and Humanities; Social Sciences"
204;21101034467;"Contexto";journal;"20071639";"Universidad Autonoma de Nuevo Leon";Yes;Yes;0,102;Q4;3;22;50;886;5;46;0,10;40,27;50,00;0;Mexico;Latin America;"Universidad Autonoma de Nuevo Leon";"2019-2026";"Architecture (Q4); Urban Studies (Q4); Visual Arts and Performing Arts (Q4)";"Arts and Humanities; Engineering; Social Sciences"
205;21101393103;"Modapalavra e-periódico";journal;"1982615X";"State University of Santa Catarina";No;No;0,102;Q4;2;34;65;1078;2;58;0,02;31,71;62,50;0;Brazil;Latin America;"State University of Santa Catarina";"2021-2026";"Arts and Humanities (miscellaneous) (Q4); History (Q4); Visual Arts and Performing Arts (Q4)";"Arts and Humanities"
206;10600153351;"Acta Literaria";journal;"07176848, 07160909";"Universidad de Concepcion";Yes;Yes;0,101;Q4;7;10;49;225;2;42;0,06;22,50;28,57;0;Chile;Latin America;"Universidad de Concepcion";"2007-2025";"Literature and Literary Theory (Q4)";"Arts and Humanities"
207;21100455657;"Byzantion Nea Hellas";journal;"07162138";"Universidad de Chile";Yes;Yes;0,101;Q4;3;0;54;0;3;54;0,05;0,00;0,00;0;Chile;Latin America;"Universidad de Chile";"2015-2024";"Classics (Q4); History (Q4); Literature and Literary Theory (Q4)";"Arts and Humanities"
208;21101145379;"Ciencia Nueva, Revista de Historia y Politica";journal;"25392662";"Technological University of Pereira";No;No;0,101;Q4;3;23;57;1014;4;52;0,08;44,09;23,08;0;Colombia;Latin America;"Technological University of Pereira";"2019-2025";"History (Q4); Political Science and International Relations (Q4)";"Arts and Humanities; Social Sciences"
209;21101093542;"Estudios de Historia de Espana";journal;"24690961, 03280284";"Pontificia Universidad Catolica Argentina";Yes;Yes;0,101;Q4;2;9;34;480;3;32;0,08;53,33;55,56;0;Argentina;Latin America;"Pontificia Universidad Catolica Argentina";"2019-2025";"Arts and Humanities (miscellaneous) (Q4); History (Q4); Religious Studies (Q4)";"Arts and Humanities"
210;21100860059;"Hypnos";journal;"14139138, 21775346";"Faculty of Engineering, Khon Kaen University";No;No;0,101;Q4;2;8;30;249;0;30;0,00;31,13;0,00;0;Brazil;Latin America;"Faculty of Engineering, Khon Kaen University";"2017-2018, 2020-2025";"Classics (Q4); Philosophy (Q4)";"Arts and Humanities"
211;21101091058;"La Palabra";journal;"23463864, 01218530";"Universidad Pedagogica y Tecnologica de Colombia";Yes;Yes;0,101;Q4;2;19;90;494;8;88;0,11;26,00;59,09;0;Colombia;Latin America;"Universidad Pedagogica y Tecnologica de Colombia";"2019-2025";"Literature and Literary Theory (Q4)";"Arts and Humanities"
212;21101057754;"Patristica et Mediaevalia";journal;"26839636, 03252280";"Institute of Philosophy Dr. Alejandro Korn, Faculty of Philosophy and Arts, University of Buenos Aires";Yes;Yes;0,101;Q4;2;5;54;154;4;53;0,07;30,80;40,00;0;Argentina;Latin America;"Institute of Philosophy Dr. Alejandro Korn, Faculty of Philosophy and Arts, University of Buenos Aires";"2019-2025";"Philosophy (Q4)";"Arts and Humanities"
213;21101192686;"Prismas: Revista de Historia Intelectual";journal;"18520499, 16661508";"National University of Quilmes";Yes;Yes;0,101;Q4;4;32;58;648;1;45;0,03;20,25;23,81;0;Argentina;Latin America;"National University of Quilmes";"2019-2025";"History (Q4); History and Philosophy of Science (Q4)";"Arts and Humanities"
214;21101264301;"Revista do CAAP";journal;"14150344, 22383840";"Faculdade de Direito da Universidade Federal de Minas Gerais";Yes;No;0,101;Q4;1;24;61;542;1;53;0,02;22,58;44,44;0;Brazil;Latin America;"Faculdade de Direito da Universidade Federal de Minas Gerais";"2020-2026";"Anthropology (Q4); Gender Studies (Q4); Law (Q4); Philosophy (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
215;21101256291;"Tabano";journal;"2591572X, 18527221";"Pontificia Universidad Catolica Argentina";Yes;Yes;0,101;Q4;1;20;31;529;4;30;0,13;26,45;9,09;0;Argentina;Latin America;"Pontificia Universidad Catolica Argentina";"2022-2025";"Philosophy (Q4)";"Arts and Humanities"
216;19400158824;"Temas Medievales";journal;"03275094, 18502628";"Departamento de Investigaciones Medievales, Inst. Multidisciplin. de Historia y Ciencias Humanas";Yes;Yes;0,101;Q4;3;7;26;166;4;24;0,06;23,71;50,00;0;Argentina;Latin America;"Departamento de Investigaciones Medievales, Inst. Multidisciplin. de Historia y Ciencias Humanas";"2007-2011, 2013-2017, 2019-2025";"Arts and Humanities (miscellaneous) (Q4)";"Arts and Humanities"
217;12100157116;"Alea: Estudos Neolatinos";journal;"18070299, 1517106X";"Universidade Federal do Rio de Janeiro";Yes;No;0,100;Q4;6;56;185;1028;6;175;0,04;18,36;47,92;0;Brazil;Latin America;"Universidade Federal do Rio de Janeiro";"2008-2026";"Linguistics and Language (Q4); Literature and Literary Theory (Q4)";"Arts and Humanities; Social Sciences"
218;21101174185;"Ars (Sao Paulo)";journal;"16785320, 21780447";"Graduate Program in Visual Arts of the School of Communications and Arts (ECA) of the University of Sao Paulo (USP)";Yes;Yes;0,100;Q4;3;29;58;764;3;58;0,06;26,34;44,44;0;Brazil;Latin America;"Graduate Program in Visual Arts of the School of Communications and Arts (ECA) of the University of Sao Paulo (USP)";"2019-2025";"Arts and Humanities (miscellaneous) (Q4); Philosophy (Q4); Visual Arts and Performing Arts (Q4)";"Arts and Humanities"
219;16200154729;"Colloquia Germanica";journal;"00101338";"Pontificia Universidad Catolica de Chile, Facultad de Agronomia e Ingenieria Forestal";No;No;0,100;Q4;5;0;81;0;3;71;0,05;0,00;0,00;0;Chile;Latin America;"Pontificia Universidad Catolica de Chile, Facultad de Agronomia e Ingenieria Forestal";"2002-2017, 2020-2024";"Linguistics and Language (Q4); Literature and Literary Theory (Q4)";"Arts and Humanities; Social Sciences"
220;21100202958;"Dialogos";journal;"14159945, 21772940";"Universidade Estadual de Maringa";Yes;Yes;0,100;Q4;6;18;99;650;1;95;0,02;36,11;16,67;0;Brazil;Latin America;"Universidade Estadual de Maringa";"2012-2025";"History (Q4)";"Arts and Humanities"
221;21100790795;"Estudos de Literatura Brasileira Contemporanea";journal;"23164018, 15180158";"Universidade de Brasilia";Yes;Yes;0,100;Q4;4;39;87;810;0;85;0,00;20,77;72,41;0;Brazil;Latin America;"Universidade de Brasilia";"2016-2025";"Literature and Literary Theory (Q4)";"Arts and Humanities"
222;21100792805;"Machado de Assis em Linha";journal;"19836821";"Universidade de Sao Paulo. Museu de Zoologia";Yes;Yes;0,100;Q4;3;0;71;0;3;67;0,04;0,00;0,00;0;Brazil;Latin America;"Universidade de Sao Paulo. Museu de Zoologia";"2014-2024";"Linguistics and Language (Q4); Literature and Literary Theory (Q4)";"Arts and Humanities; Social Sciences"
223;21101059738;"Margens";journal;"19825374, 18060560";"Universidade Federal Do Para";No;No;0,100;Q4;3;0;108;0;4;105;0,04;0,00;0,00;0;Brazil;Latin America;"Universidade Federal Do Para";"2019-2024";"Arts and Humanities (miscellaneous) (Q4); Education (Q4); History and Philosophy of Science (Q4); Literature and Literary Theory (Q4); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
224;21100226422;"Nau Literaria";journal;"19814526";"Universidade Federal do Rio Grande do Sul";Yes;Yes;0,100;Q4;2;35;79;688;1;77;0,02;19,66;41,38;0;Brazil;Latin America;"Universidade Federal do Rio Grande do Sul";"2012-2025";"Literature and Literary Theory (Q4)";"Arts and Humanities"
225;21101274418;"Revista do Instituto Historico e Geografico do Rio Grande do Sul";journal;"25957031, 16783484";"Historical and Geographical Institute of Rio Grande do Sul";No;No;0,100;Q4;1;20;88;337;0;72;0,00;16,85;50,00;0;Brazil;Latin America;"Historical and Geographical Institute of Rio Grande do Sul";"2020-2025";"Cultural Studies (Q4); Geography, Planning and Development (Q4); History (Q4); Law (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
226;14500154747;"Revista Musical Chilena";journal;"07176252, 07162790";"Universidad de Chile";Yes;Yes;0,100;Q4;8;0;72;0;4;66;0,06;0,00;0,00;0;Chile;Latin America;"Universidad de Chile";"2007-2024";"Cultural Studies (Q4); Music (Q4)";"Arts and Humanities; Social Sciences"
227;21101193865;"Universitas Philosophica";journal;"23462426";"Pontificia Universidad Javeriana";No;No;0,100;Q4;3;20;58;615;3;56;0,05;30,75;7,69;0;Colombia;Latin America;"Pontificia Universidad Javeriana";"2020-2025";"Philosophy (Q4)";"Arts and Humanities"
228;21100826379;"Rita Revista Indexada de Textos Academicos (discontinued)";journal;"23409711, 23867027";"";Yes;Yes;;-;5;5;81;242;16;79;0,27;48,40;66,67;0;Chile;Latin America;"";"2014-2025";"Architecture; Urban Studies; Visual Arts and Performing Arts";"Arts and Humanities; Engineering; Social Sciences"
229;21101377438;"Temas de Historia Argentina y Americana";journal;"26181924, 16668146";"Pontificia Universidad Catolica Argentina";No;No;;-;0;8;0;82;0;0;0,00;10,25;30,00;0;Argentina;Latin America;"Pontificia Universidad Catolica Argentina";"2025";"History";"Arts and Humanities"
